year,month,value
1988,8,0.559
1988,9,0.547
1988,10,0.522
1988,11,0.474
1988,12,0.421
1989,1,0.409
1989,2,0.378
1989,3,0.352
1989,4,0.334
1989,5,0.326
1989,6,0.333
1989,7,0.378
1989,8,0.384
1989,9,0.462
1989,10,0.501
1989,11,0.548
1989,12,0.583
1990,1,0.596
1990,2,0.592
1990,3,0.575
1990,4,0.585
1990,5,0.645
1990,6,0.642
1990,7,0.641
1990,8,0.675
1990,9,0.579
1990,10,0.587
1990,11,0.568
1990,12,0.601
1991,1,0.62
1991,2,0.638
1991,3,0.676
1991,4,0.666
1991,5,0.625
1991,6,0.596
1991,7,0.623
1991,8,0.605
1991,9,0.634
1991,10,0.576
1991,11,0.569
1991,12,0.511
1992,1,0.44
1992,2,0.394
1992,3,0.309
1992,4,0.276
1992,5,0.232
1992,6,0.233
1992,7,0.209
1992,8,0.203
1992,9,0.202
1992,10,0.212
1992,11,0.207
1992,12,0.203
1993,1,0.238
1993,2,0.244
1993,3,0.269
1993,4,0.291
1993,5,0.279
1993,6,0.277
1993,7,0.256
1993,8,0.176
1993,9,0.161
1993,10,0.189
1993,11,0.206
1993,12,0.257
1994,1,0.268
1994,2,0.28
1994,3,0.327
1994,4,0.358
1994,5,0.446
1994,6,0.448
1994,7,0.491
1994,8,0.644
1994,9,0.662
1994,10,0.66
1994,11,0.652
1994,12,0.652
1995,1,0.685
1995,2,0.739
1995,3,0.743
1995,4,0.75
1995,5,0.747
1995,6,0.748
1995,7,0.691
1995,8,0.635
1995,9,0.602
1995,10,0.575
1995,11,0.575
1995,12,0.534
1996,1,0.512
1996,2,0.509
1996,3,0.489
1996,4,0.44
1996,5,0.421
1996,6,0.438
1996,7,0.461
1996,8,0.443
1996,9,0.476
1996,10,0.491
1996,11,0.491
1996,12,0.53
1997,1,0.503
1997,2,0.473
1997,3,0.5
1997,4,0.551
1997,5,0.578
1997,6,0.588
1997,7,0.606
1997,8,0.695
1997,9,0.699
1997,10,0.739
1997,11,0.798
1997,12,0.832
1998,1,0.9
1998,2,0.955
1998,3,0.955
1998,4,0.942
1998,5,0.905
1998,6,0.928
1998,7,0.944
1998,8,0.931
1998,9,0.891
1998,10,0.846
1998,11,0.796
1998,12,0.755
1999,1,0.713
1999,2,0.668
1999,3,0.672
1999,4,0.674
1999,5,0.691
1999,6,0.679
1999,7,0.628
1999,8,0.587
1999,9,0.643
1999,10,0.706
1999,11,0.723
1999,12,0.724
2000,1,0.725
2000,2,0.74
2000,3,0.728
2000,4,0.685
2000,5,0.657
2000,6,0.599
2000,7,0.632
2000,8,0.594
2000,9,0.597
2000,10,0.57
2000,11,0.604
2000,12,0.606
2001,1,0.63
2001,2,0.62
2001,3,0.633
2001,4,0.668
2001,5,0.753
2001,6,0.806
2001,7,0.863
2001,8,0.944
2001,9,0.989
2001,10,0.988
2001,11,0.987
2001,12,0.987
2002,1,1.004
2002,2,1.015
2002,3,1.038
2002,4,1.046
2002,5,1.014
2002,6,0.977
2002,7,0.973
2002,8,0.923
2002,9,0.863
2002,10,0.857
2002,11,0.849
2002,12,0.843
2003,1,0.814
2003,2,0.823
2003,3,0.815
2003,4,0.849
2003,5,0.83
2003,6,0.917
2003,7,0.881
2003,8,0.913
2003,9,0.936
2003,10,0.944
2003,11,0.892
2003,12,0.883
2004,1,0.824
2004,2,0.785
2004,3,0.762
2004,4,0.743
2004,5,0.797
2004,6,0.726
2004,7,0.747
2004,8,0.701
2004,9,0.72
2004,10,0.747
2004,11,0.805
2004,12,0.853
2005,1,0.927
2005,2,0.955
2005,3,1.006
2005,4,1.047
2005,5,1.057
2005,6,1.107
2005,7,1.063
2005,8,1.104
2005,9,1.085
2005,10,1.04
2005,11,1.001
2005,12,1.0
2006,1,0.985
2006,2,1.018
2006,3,0.991
2006,4,0.965
2006,5,0.925
2006,6,0.937
2006,7,1.046
2006,8,1.031
2006,9,1.037
2006,10,1.099
2006,11,1.164
2006,12,1.155
2007,1,1.175
2007,2,1.163
2007,3,1.168
2007,4,1.167
2007,5,1.179
2007,6,1.14
2007,7,0.998
2007,8,0.946
2007,9,0.987
2007,10,0.946
2007,11,0.904
2007,12,0.887
2008,1,0.881
2008,2,0.846
2008,3,0.833
2008,4,0.844
2008,5,0.856
2008,6,0.846
2008,7,0.913
2008,8,0.955
2008,9,0.89
2008,10,0.892
2008,11,0.903
2008,12,0.913
2009,1,0.925
2009,2,0.954
2009,3,0.985
2009,4,0.959
2009,5,0.944
2009,6,0.936
2009,7,0.937
2009,8,0.96
2009,9,1.011
2009,10,1.041
2009,11,1.064
2009,12,1.075
2010,1,1.066
2010,2,1.072
2010,3,1.05
2010,4,1.078
2010,5,1.114
2010,6,1.111
2010,7,1.078
2010,8,1.022
2010,9,0.97
2010,10,0.953
2010,11,0.914
2010,12,0.913
2011,1,0.941
2011,2,0.966
2011,3,0.966
2011,4,0.959
2011,5,0.902
2011,6,0.933
2011,7,0.92
2011,8,0.909
2011,9,0.902
2011,10,0.916
2011,11,0.966
2011,12,0.973
2012,1,0.938
2012,2,0.906
2012,3,0.913
2012,4,0.915
2012,5,0.941
2012,6,0.892
2012,7,0.938
2012,8,0.988
2012,9,1.006
2012,10,0.955
2012,11,0.923
2012,12,0.929
2013,1,0.921
2013,2,0.928
2013,3,0.942
2013,4,0.931
2013,5,0.955
2013,6,1.008
2013,7,1.012
2013,8,0.955
2013,9,0.966
2013,10,1.013
2013,11,1.041
2013,12,1.02
2014,1,1.01
2014,2,1.019
2014,3,1.014
2014,4,1.023
2014,5,0.967
2014,6,0.981
2014,7,0.994
2014,8,1.089
2014,9,1.121
2014,10,1.099
2014,11,1.081
2014,12,1.099
2015,1,1.115
2015,2,1.105
2015,3,1.095
2015,4,1.13
2015,5,1.188
2015,6,1.238
2015,7,1.265
2015,8,1.326
2015,9,1.389
2015,10,1.457
2015,11,1.48
2015,12,1.468
2016,1,1.486
2016,2,1.529
2016,3,1.545
2016,4,1.501
2016,5,1.481
2016,6,1.436
2016,7,1.431
2016,8,1.395
2016,9,1.366
2016,10,1.324
2016,11,1.324
2016,12,1.314
2017,1,1.317
2017,2,1.286
2017,3,1.272
2017,4,1.296
2017,5,1.291
2017,6,1.308
2017,7,1.274
2017,8,1.221
2017,9,1.182
2017,10,1.184
2017,11,1.168
2017,12,1.186
2018,1,1.198
2018,2,1.191
2018,3,1.183
2018,4,1.189
2018,5,1.167
2018,6,1.144
2018,7,1.165
2018,8,1.175
2018,9,1.211
2018,10,1.228
2018,11,1.22
2018,12,1.223
2019,1,1.224
2019,2,1.233
2019,3,1.261
2019,4,1.271
2019,5,1.305
2019,6,1.347
2019,7,1.398
2019,8,1.472
2019,9,1.469
2019,10,1.482
2019,11,1.507
2019,12,1.521
2020,1,1.523
2020,2,1.524
2020,3,1.543
2020,4,1.519
2020,5,1.56
2020,6,1.51
2020,7,1.443
2020,8,1.329
2020,9,1.297
2020,10,1.252
2020,11,1.227
2020,12,1.223
2021,1,1.236
2021,2,1.242
2021,3,1.233
